ID_ATECO;CODICE_ATECO;DESCRIZIONE
1097;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO
1098;30.1;COSTRUZIONE DI NAVI E IMBARCAZIONI
1099;30.11;Costruzione di navi e di strutture galleggianti
1100;30.11.0;Cantieri navali per costruzioni metalliche e non metalliche
1101;30.11.01;Fabbricazione di sedili per navi
1102;30.11.02;Cantieri navali per costruzioni metalliche e non metalliche (esclusi i sedili per navi)
1103;30.12;Costruzione di imbarcazioni da diporto e sportive
1104;30.12.0;Costruzione di imbarcazioni da diporto e sportive
1105;30.12.00;Costruzione di imbarcazioni da diporto e sportive
1106;30.2;COSTRUZIONE DI LOCOMOTIVE E DI MATERIALE ROTABILE FERRO-TRANVIARIO
1107;30.20;Costruzione di locomotive e di materiale rotabile ferro-tranviario
1108;30.20.0;Costruzione di materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere
1109;30.20.01;Fabbricazione di sedili per tram, filovie e metropolitane
1110;30.20.02;Costruzione di altro materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere
1111;30.3;FABBRICAZIONE DI AEROMOBILI, DI VEICOLI SPAZIALI E DEI RELATIVI DISPOSITIVI
1112;30.30;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi
1113;30.30.0;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi
1114;30.30.01;Fabbricazione di sedili per aeromobili
1115;30.30.02;Fabbricazione di missili balistici
1116;30.30.09;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi nca
1117;30.4;FABBRICAZIONE DI VEICOLI MILITARI DA COMBATTIMENTO
1118;30.40;Fabbricazione di veicoli militari da combattimento
1119;30.40.0;Fabbricazione di veicoli militari da combattimento
1120;30.40.00;Fabbricazione di veicoli militari da combattimento
1121;30.9;FABBRICAZIONE DI MEZZI DI TRASPORTO NCA
1122;30.91;Fabbricazione di motocicli (inclusi i motori)
1123;30.91.1;Fabbricazione di motocicli e motoveicoli (inclusi i motori)
1124;30.91.11;Fabbricazione di motori per motocicli
1125;30.91.12;Fabbricazione di motocicli
1126;30.91.2;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori
1127;30.91.20;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori
1128;30.92;Fabbricazione di biciclette e veicoli per invalidi
1129;30.92.1;Fabbricazione e montaggio di biciclette (incluse parti e accessori)
1130;30.92.10;Fabbricazione e montaggio di biciclette (incluse parti e accessori)
1131;30.92.2;Fabbricazione di parti ed accessori per biciclette
1132;30.92.20;Fabbricazione di parti ed accessori per biciclette
1133;30.92.3;Fabbricazione di veicoli per invalidi (incluse parti e accessori)
1134;30.92.30;Fabbricazione di veicoli per invalidi (incluse parti e accessori)
1135;30.92.4;Fabbricazione di carrozzine e passeggini per neonati
1136;30.92.40;Fabbricazione di carrozzine e passeggini per neonati
1137;30.99;Fabbricazione di altri mezzi di trasporto nca
1138;30.99.0;Fabbricazione di veicoli a trazione manuale o animale
1139;30.99.00;Fabbricazione di veicoli a trazione manuale o animale
1140;31;FABBRICAZIONE DI MOBILI
1141;31.0;FABBRICAZIONE DI MOBILI
1142;31.01;Fabbricazione di mobili per ufficio e negozi
1143;31.01.1;Fabbricazione di sedie e poltrone per ufficio e negozi
1144;31.01.10;Fabbricazione di sedie e poltrone per ufficio e negozi
1145;31.01.2;Fabbricazione di altri mobili per ufficio e negozi
1146;31.01.21;Fabbricazione di altri mobili metallici per ufficio e negozi
1147;31.01.22;Fabbricazione di altri mobili non metallici per ufficio e negozi
1148;31.02;Fabbricazione di mobili per cucina
1149;31.02.0;Fabbricazione di mobili per cucina
1150;31.02.00;Fabbricazione di mobili per cucina
1151;31.03;Fabbricazione di materassi
1152;31.03.0;Fabbricazione di materassi
1153;31.03.00;Fabbricazione di materassi
1154;31.09;Fabbricazione di altri mobili
1155;31.09.1;Fabbricazione di mobili per arredo domestico
1156;31.09.10;Fabbricazione di mobili per arredo domestico
1157;31.09.2;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi)
1158;31.09.20;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi)
1159;31.09.3;Fabbricazione di poltrone e divani
1160;31.09.30;Fabbricazione di poltrone e divani
1161;31.09.4;Fabbricazione di parti e accessori di mobili
1162;31.09.40;Fabbricazione di parti e accessori di mobili
1163;31.09.5;Finitura di mobili
1164;31.09.50;Finitura di mobili
1165;31.09.9;Fabbricazione di altri mobili (inclusi quelli per arredo esterno)
1166;31.09.90;Fabbricazione di altri mobili (inclusi quelli per arredo esterno)
1167;32;ALTRE INDUSTRIE MANIFATTURIERE
1168;32.1;"FABBRICAZIONE DI GIOIELLERIA, BIGIOTTERIA E ARTICOLI CONNESSI; LAVORAZIONE DELLE PIETRE PREZIOSE"
1169;32.11;Coniazione di monete
1170;32.11.0;Coniazione di monete
1171;32.11.00;Coniazione di monete
1172;32.12;Fabbricazione di oggetti di gioielleria e oreficeria e articoli connessi
1173;32.12.1;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi
1174;32.12.10;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi
1175;32.12.2;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale
1176;32.12.20;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale
1177;32.13;Fabbricazione di bigiotteria e articoli simili
1178;32.13.0;Fabbricazione di bigiotteria e articoli simili
1179;32.13.01;Fabbricazione di cinturini metallici per orologi (esclusi quelli in metalli preziosi)
1180;32.13.09;Fabbricazione di bigiotteria e articoli simili nca
1181;32.2;FABBRICAZIONE DI STRUMENTI MUSICALI
1182;32.20;Fabbricazione di strumenti musicali
1183;32.20.0;Fabbricazione di strumenti musicali (incluse parti e accessori)
1184;32.20.00;Fabbricazione di strumenti musicali (incluse parti e accessori)
1185;32.3;FABBRICAZIONE DI ARTICOLI SPORTIVI
1186;32.30;Fabbricazione di articoli sportivi
1187;32.30.0;Fabbricazione di articoli sportivi
1188;32.30.00;Fabbricazione di articoli sportivi
1189;32.4;FABBRICAZIONE DI GIOCHI E GIOCATTOLI
1190;32.40;Fabbricazione di giochi e giocattoli
1191;32.40.1;Fabbricazione di giochi (inclusi i giochi elettronici)
1192;32.40.10;Fabbricazione di giochi (inclusi i giochi elettronici)
1193;32.40.2;Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo)
1194;32.40.20;Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo)
1195;32.5;FABBRICAZIONE DI STRUMENTI E FORNITURE MEDICHE E DENTISTICHE
1196;32.50;Fabbricazione di strumenti e forniture mediche e dentistiche
1197;32.50.1;Fabbricazione di mobili per uso medico, apparecchi medicali per diagnosi, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria (incluse parti staccate e accessori)
1198;32.50.11;Fabbricazione di materiale medico-chirurgico e veterinario
1199;32.50.12;Fabbricazione di apparecchi e strumenti per odontoiatria e di apparecchi medicali per diagnosi (incluse parti staccate e accessori)
1200;32.50.13;Fabbricazione di mobili per uso medico, chirurgico, odontoiatrico e veterinario
1201;32.50.14;Fabbricazione di centrifughe per laboratori
1202;32.50.2;Fabbricazione di protesi dentarie (inclusa riparazione)
1203;32.50.20;Fabbricazione di protesi dentarie (inclusa riparazione)
1204;32.50.3;Fabbricazione di protesi ortopediche, altre protesi ed ausili (inclusa riparazione)
1205;32.50.30;Fabbricazione di protesi ortopediche, altre protesi ed ausili (inclusa riparazione)
1206;32.50.4;Fabbricazione di lenti oftalmiche
1207;32.50.40;Fabbricazione di lenti oftalmiche
1208;32.50.5;"Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni"
1209;32.50.50;"Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni"
1210;32.9;INDUSTRIE MANIFATTURIERE NCA
1211;32.91;Fabbricazione di scope e spazzole
1212;32.91.0;Fabbricazione di scope e spazzole
1213;32.91.00;Fabbricazione di scope e spazzole
1214;32.99;Altre industrie manifatturiere nca
1215;32.99.1;Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza
1216;32.99.11;Fabbricazione di articoli di vestiario ignifughi e protettivi di sicurezza
1217;32.99.12;Fabbricazione di articoli in plastica per la sicurezza personale
1218;32.99.13;Fabbricazione di articoli in metallo per la sicurezza personale
1219;32.99.14;Fabbricazione di dispositivi per la respirazione artificiale (maschere a gas)
1220;32.99.19;Fabbricazione di altre attrezzature ed altri articoli di vestiario protettivi di sicurezza
1221;32.99.2;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini
1222;32.99.20;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini
1223;32.99.3;Fabbricazione di oggetti di cancelleria
1224;32.99.30;Fabbricazione di oggetti di cancelleria
1225;32.99.4;Fabbricazione di casse funebri
1226;32.99.40;Fabbricazione di casse funebri
1227;32.99.9;Fabbricazione di altri articoli nca
1228;32.99.90;Fabbricazione di altri articoli nca
1229;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE
1230;33.1;RIPARAZIONE E MANUTENZIONE DI PRODOTTI IN METALLO, MACCHINE ED APPARECCHIATURE
1231;33.11;Riparazione e manutenzione di prodotti in metallo
1232;33.11.0;Riparazione e manutenzione di prodotti in metallo
1233;33.11.01;Riparazione e manutenzione di stampi, portastampi, sagome, forme per macchine
1234;33.11.02;Riparazione e manutenzione di utensileria ad azionamento manuale
1235;33.11.03;Riparazione e manutenzione di armi, sistemi d'arma e munizioni
1236;33.11.04;Riparazione e manutenzione di casseforti, forzieri, porte metalliche blindate
1237;33.11.05;Riparazione e manutenzione di armi bianche
1238;33.11.06;Riparazione e manutenzione di container
1239;33.11.07;Riparazione e manutenzione di carrelli per la spesa
1240;33.11.09;Riparazione e manutenzione di altri prodotti in metallo
1241;33.12;Riparazione e manutenzione di macchinari
1242;33.12.1;Riparazione e manutenzione di macchine di impiego generale
1243;33.12.10;Riparazione e manutenzione di macchine di impiego generale
1244;33.12.2;Riparazione e manutenzione di forni, fornaci e bruciatori
1245;33.12.20;Riparazione e manutenzione di forni, fornaci e bruciatori
1246;33.12.3;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori)
1247;33.12.30;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori)
1248;33.12.4;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione
1249;33.12.40;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione
1250;33.12.5;Riparazione e manutenzione di altre macchine di impiego generale
1251;33.12.51;Riparazione e manutenzione di macchine ed attrezzature per ufficio (esclusi computer, periferiche, fax)
1252;33.12.52;Riparazione e manutenzione di bilance e macchine automatiche per la vendita e la distribuzione
1253;33.12.53;Riparazione e manutenzione di macchine per le industrie chimiche, petrolchimiche e petrolifere
1254;33.12.54;Riparazione e manutenzione di macchine per la dosatura, la confezione e l'imballaggio
1255;33.12.55;Riparazione e manutenzione di estintori (inclusa la ricarica)
1256;33.12.59;Riparazione e manutenzione di altre macchine di impiego generale nca
1257;33.12.6;Riparazione e manutenzione di trattori agricoli
1258;33.12.60;Riparazione e manutenzione di trattori agricoli
1259;33.12.7;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia
1260;33.12.70;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia
1261;33.12.9;Riparazione e manutenzione di altre macchine per impieghi speciali (incluse le macchine utensili)
1262;33.12.91;Riparazione e manutenzione di parti intercambiabili per macchine utensili
1263;33.12.99;Riparazione e manutenzione di altre macchine per impieghi speciali nca (incluse le macchine utensili)
1264;33.13;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche
1265;33.13.0;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer)
1266;33.13.01;Riparazione e manutenzione di apparecchiature ottiche e fotocinematografiche (escluse macchine fotografiche e videocamere)
1267;33.13.02;Riparazione e manutenzione di apparecchiature elettriche
1268;33.13.03;Riparazione e manutenzione di apparecchi medicali per diagnosi, di materiale medico chirurgico e veterinario, di apparecchi e strumenti per odontoiatria
1269;33.13.04;Riparazione di apparati di distillazione per laboratori, di centrifughe per laboratori e di macchinari per pulizia ad ultrasuoni per laboratori
1270;33.13.09;Riparazione e manutenzione di altre apparecchiature elettroniche (escluse quelle per le telecomunicazioni ed i computer)
1271;33.14;Riparazione e manutenzione di apparecchiature elettriche
1272;33.14.0;Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici)
1273;33.14.01;Riparazione e manutenzione di attrezzature elettriche professionali
1274;33.14.09;Riparazione e manutenzione di altre apparecchiature elettriche (esclusi gli elettrodomestici)
1275;33.15;Riparazione e manutenzione di navi e imbarcazioni (esclusi i loro motori)
1276;33.15.0;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori)
1277;33.15.00;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori)
1278;33.16;Riparazione e manutenzione di aeromobili e di veicoli spaziali
1279;33.16.0;Riparazione e manutenzione di aeromobili e di veicoli spaziali
1280;33.16.00;Riparazione e manutenzione di aeromobili e di veicoli spaziali
1281;33.17;Riparazione e manutenzione di locomotive e di materiale rotabile ferro-tranviario (esclusi i loro motori)
1282;33.17.0;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)
1283;33.17.00;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)
1284;33.19;Riparazione di altre apparecchiature
1285;33.19.0;Riparazione di altre apparecchiature
1286;33.19.01;Riparazioni di pallets e contenitori in legno per trasporto
1287;33.19.02;Riparazione di prodotti in gomma
1288;33.19.03;Riparazione di articoli in vetro
1289;33.19.04;Riparazioni di altri prodotti in legno nca
1290;33.19.09;Riparazione di altre apparecchiature nca
1291;33.2;INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE INDUSTRIALI
1292;33.20;Installazione di macchine ed apparecchiature industriali
1293;33.20.0;Installazione di macchine ed apparecchiature industriali
1294;33.20.01;"Installazione di motori, generatori e trasformatori elettrici; di apparecchiature per la distribuzione e il controllo dell'elettricità (esclusa l'installazione all'interno degli edifici)"
1295;33.20.02;Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmittenti radiotelevisivi, di impianti di apparecchiature elettriche ed elettroniche (esclusa l'installazione all'interno degli edifici)
1296;33.20.03;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (incluse le apparecchiature di controllo dei processi industriali)
1297;33.20.04;Installazione di cisterne, serbatoi e contenitori in metallo
1298;33.20.05;Installazione di generatori di vapore (escluse le caldaie per il riscaldamento centrale ad acqua calda)
1299;33.20.06;Installazione di macchine per ufficio, di mainframe e computer simili
1300;33.20.07;Installazione di apparecchi medicali per diagnosi, di apparecchi e strumenti per odontoiatria
1301;33.20.08;Installazione di apparecchi elettromedicali
1302;33.20.09;Installazione di altre macchine ed apparecchiature industriali
1303;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA
1304;35.1;PRODUZIONE, TRASMISSIONE E DISTRIBUZIONE DI ENERGIA ELETTRICA
1305;35.11;Produzione di energia elettrica
